Gene,Non-unique Gene name,Annotation,2K-1,3K-6,6K11,C1BHIC5,C3ACET53A,PB25,PA7,PAO1
mexI,mexI,multidrug efflux RND transporter permease MexI,PDAIHB_26765,PBCHDC_26375,KMNHBM_26375,,,PBCHDC_26375,PNMAHC_04310,FJKPLL_21575
arsH,;arsH,FMN-red domain-containing protein;NADPH-dependent FMN reductase;arsenical resistance protein ArsH,PDAIHB_24330,,,BBDLCB_25985,MADGKI_24990,,PNMAHC_14270,FJKPLL_11590
group_205,,Etoposide-induced protein 2-4 (EI24),PDAIHB_02195,PBCHDC_08875,KMNHBM_08875,BBDLCB_05960,MADGKI_20500,PBCHDC_08875,PNMAHC_26925,FJKPLL_24970
group_174,,O-antigen ligase domain-containing protein;Lipid A core - O-antigen ligase and related enzymes,PDAIHB_24535,,,BBDLCB_25780,MADGKI_25195,,PNMAHC_14470,FJKPLL_11385
nikE~~~nikD,;nikE;nikD,hypothetical protein;nickel import ATP-binding protein NikE;nickel import ATP-binding protein NikD,PDAIHB_21570,PBCHDC_09835,KMNHBM_09835,BBDLCB_20415,MADGKI_14505,PBCHDC_09835,,FJKPLL_10450
lysM,lysM,lytic transglycosylase,PDAIHB_16195,PBCHDC_21145,KMNHBM_21055,BBDLCB_19125,MADGKI_10855,PBCHDC_21145,,FJKPLL_09185
gcd,;gcd,PQQ-binding-like beta-propeller repeat protein;membrane-bound PQQ-dependent dehydrogenase glucose/quinate/shikimate family;Glucose dehydrogenase PQQ-dependent,PDAIHB_24280,,,BBDLCB_26035,MADGKI_24940,,PNMAHC_14220,FJKPLL_11640
group_76,,DNA-directed RNA polymerase subunit beta,PDAIHB_29510,,,BBDLCB_26120,MADGKI_25500,,PNMAHC_04010,FJKPLL_21855
btuB,btuB,TonB-dependent receptor,PDAIHB_21590,PBCHDC_09815,KMNHBM_09815,BBDLCB_20435,MADGKI_14525,PBCHDC_09815,,FJKPLL_10430
rpoC,rpoC,DNA-directed RNA polymerase subunit beta',PDAIHB_29515,,,BBDLCB_26125,MADGKI_25505,,PNMAHC_04015,FJKPLL_21850
pqqC,;pqqC,Pyrroloquinoline-quinone synthase;pyrroloquinoline-quinone synthase PqqC,PDAIHB_28290,PBCHDC_26680,KMNHBM_26345,BBDLCB_27025,MADGKI_00270,PBCHDC_26680,,FJKPLL_10075
menE,;menE,AMP-binding protein;AMP-binding domain-containing protein;fadK,PDAIHB_26810,PBCHDC_26330,KMNHBM_26420,,,PBCHDC_26330,PNMAHC_04355,FJKPLL_21530
group_12028,,DUF2845 domain-containing protein,PDAIHB_28040,,KMNHBM_14460,BBDLCB_15505,MADGKI_16700,,,FJKPLL_03485
group_12003,,hypothetical protein,PDAIHB_29470,,,BBDLCB_26080,MADGKI_25460,,,FJKPLL_21895
group_11989,gloA,lactoylglutathione lyase,PDAIHB_28055,,KMNHBM_14475,BBDLCB_15520,MADGKI_16685,,,FJKPLL_03470
group_11866,mviM,putative dehydrogenase;gfo/Idh/MocA family oxidoreductase,PDAIHB_18670,,KMNHBM_25945,BBDLCB_20660,,,,FJKPLL_01010
group_11864,hisM,amino acid ABC transporter permease,PDAIHB_20855,PBCHDC_10550,KMNHBM_10545,BBDLCB_19670,MADGKI_13760,PBCHDC_10550,PNMAHC_14890,FJKPLL_11205
hmoA,;hmoA,hypothetical protein;Heme-degrading monooxygenase HmoA and related ABM domain proteins;CTP synthase (glutamine hydrolyzing),PDAIHB_24390,,,BBDLCB_25925,MADGKI_25050,,PNMAHC_14330,FJKPLL_11530
group_11836,,hypothetical protein,PDAIHB_21430,PBCHDC_09975,KMNHBM_09970,BBDLCB_20290,MADGKI_14380,PBCHDC_09975,,FJKPLL_10585
group_11788,;sdhA,FAD-binding dehydrogenase;Succinate dehydrogenase/fumarate reductase flavoprotein subunit,PDAIHB_24520,,,BBDLCB_25795,MADGKI_25180,,,FJKPLL_11400
group_11699,adhE,aldehyde dehydrogenase,PDAIHB_26855,PBCHDC_26285,KMNHBM_26465,,,PBCHDC_26285,,FJKPLL_21485
group_11600,,hypothetical protein;DUF4347 domain-containing protein,PDAIHB_18765,,KMNHBM_26040,BBDLCB_20560,,,,FJKPLL_01105
group_11543,cccA;,alcohol dehydrogenase;Gluconate 2-dehydrogenase cytochrome c subunit,PDAIHB_24400,,,BBDLCB_25915,MADGKI_25060,,PNMAHC_14340,FJKPLL_11520
pA4220~~~piuB,pA4220;piuB,hypothetical protein;Uncharacterized protein PA4219,PDAIHB_29695,,,BBDLCB_26370,MADGKI_25750,,,FJKPLL_21605
group_11480,,fimbrial protein,PDAIHB_21205,PBCHDC_10200,KMNHBM_10195,BBDLCB_20065,MADGKI_14155,PBCHDC_10200,,FJKPLL_10810
group_11467,,transporter,PDAIHB_28445,PBCHDC_26835,KMNHBM_26190,BBDLCB_27180,MADGKI_00115,PBCHDC_26835,,FJKPLL_10230
group_10608,dapA,dihydrodipicolinate synthase family protein,PDAIHB_26860,PBCHDC_26280,KMNHBM_26470,,,PBCHDC_26280,,FJKPLL_21480
hpaR,hpaR,homoprotocatechuate degradation operon regulator HpaR,PDAIHB_30095,,KMNHBM_22190,BBDLCB_26965,MADGKI_25810,,PNMAHC_04605,FJKPLL_21215
group_8709,iscR,transcriptional regulator,PDAIHB_26955,PBCHDC_26185,KMNHBM_26565,,,PBCHDC_26185,PNMAHC_04465,FJKPLL_21385
group_8488,,Secreted protein,PDAIHB_20845,PBCHDC_10560,KMNHBM_10555,BBDLCB_19660,MADGKI_13750,PBCHDC_10560,PNMAHC_14880,FJKPLL_11215
group_8228,,MOSC domain-containing protein,PDAIHB_02055,PBCHDC_08735,KMNHBM_08735,BBDLCB_05825,MADGKI_20365,PBCHDC_08735,,FJKPLL_25105
lasI,lasI,acyl-homoserine-lactone synthase LasI,PDAIHB_13050,PBCHDC_16775,KMNHBM_17270,BBDLCB_11450,MADGKI_12585,PBCHDC_16775,PNMAHC_18775,FJKPLL_07210
ygiM,ygiM,TIGR04211 family SH3 domain-containing protein,PDAIHB_27060,PBCHDC_26080,KMNHBM_26670,,,PBCHDC_26080,PNMAHC_04510,FJKPLL_21310
group_7448,htpX;,Peptidase-M48 domain-containing protein;M48 family metalloprotease;Zn-dependent protease with chaperone function,PDAIHB_24300,,,BBDLCB_26015,MADGKI_24960,,PNMAHC_14240,FJKPLL_11620
group_6849,iclR,IclR family transcriptional regulator,PDAIHB_18665,,KMNHBM_25940,BBDLCB_20665,,,,FJKPLL_01005
xth,xth,exodeoxyribonuclease III,PDAIHB_26940,PBCHDC_26200,KMNHBM_26550,,,PBCHDC_26200,PNMAHC_04445,FJKPLL_21400
group_6656,hisJ,amino acid ABC transporter substrate-binding protein,PDAIHB_20850,PBCHDC_10555,KMNHBM_10550,BBDLCB_19665,MADGKI_13755,PBCHDC_10555,PNMAHC_14885,FJKPLL_11210
group_6484,,class I SAM-dependent methyltransferase,PDAIHB_21425,PBCHDC_09980,KMNHBM_09975,BBDLCB_20285,MADGKI_14375,PBCHDC_09980,,FJKPLL_10590
popN,popN,SctW family type III secretion system gatekeeper subunit PopN,PDAIHB_15325,PBCHDC_20275,KMNHBM_21925,BBDLCB_18510,MADGKI_11470,PBCHDC_20275,,FJKPLL_08570
clpP,clpP,Clp protease,PDAIHB_20915,PBCHDC_10490,KMNHBM_10485,BBDLCB_19745,MADGKI_13835,PBCHDC_10490,PNMAHC_15005,FJKPLL_11130
group_6119,lysR,LysR family transcriptional regulator,PDAIHB_12885,PBCHDC_16940,KMNHBM_17440,BBDLCB_11615,MADGKI_12750,PBCHDC_16940,,FJKPLL_07045
hpaD,hpaD,34-dihydroxyphenylacetate 23-dioxygenase,PDAIHB_23230,PBCHDC_24050,KMNHBM_22245,BBDLCB_26910,MADGKI_25865,PBCHDC_24050,PNMAHC_04660,FJKPLL_21155
group_5992,lysR,LysR family transcriptional regulator,PDAIHB_20840,PBCHDC_10565,KMNHBM_10560,BBDLCB_19655,MADGKI_13745,PBCHDC_10565,PNMAHC_14875,FJKPLL_11220
piv,piv;,protease IV;Pvds-regulated endoprotease lysyl class,PDAIHB_26925,PBCHDC_26215,KMNHBM_26535,,,PBCHDC_26215,PNMAHC_04435,FJKPLL_21415
acoB,acoB,alpha-ketoacid dehydrogenase subunit beta,PDAIHB_27075,PBCHDC_26065,KMNHBM_26685,,,PBCHDC_26065,PNMAHC_04525,FJKPLL_21295
fet4,fet4;,Low affinity iron permease,PDAIHB_20920,PBCHDC_10485,KMNHBM_10480,BBDLCB_19755,MADGKI_13845,PBCHDC_10485,PNMAHC_15020,FJKPLL_11120
group_5170,glxA,AraC family transcriptional regulator,PDAIHB_26880,PBCHDC_26260,KMNHBM_26490,,,PBCHDC_26260,PNMAHC_04380,FJKPLL_21460
group_4875,;marR,MarR family transcriptional regulator,PDAIHB_18750,,KMNHBM_26025,BBDLCB_20580,,,PNMAHC_01585,FJKPLL_01090
dkgB,dkgB,25-didehydrogluconate reductase DkgB,PDAIHB_26965,PBCHDC_26175,KMNHBM_26575,,,PBCHDC_26175,PNMAHC_04470,FJKPLL_21375
mdlB~~~pchI,mdlB;pchI,ABC transporter ATP-binding protein;ABC transporter ATP-binding protein PchI,PDAIHB_29705,,,BBDLCB_26360,MADGKI_25740,,PNMAHC_04250,FJKPLL_21615
ybdK,;ybdK,carboxylate-amine ligase,PDAIHB_20925,PBCHDC_10480,KMNHBM_10475,BBDLCB_19785,MADGKI_13875,PBCHDC_10480,PNMAHC_15050,FJKPLL_11090
hemK,;hemK,SAM-dependent methyltransferase,PDAIHB_20935,PBCHDC_10470,KMNHBM_10465,BBDLCB_19795,MADGKI_13885,PBCHDC_10470,PNMAHC_15060,FJKPLL_11080
group_4342,sunT;,ABC transporter;ATP-binding cassette domain-containing protein;hypothetical protein,PDAIHB_30135,,KMNHBM_22150,BBDLCB_27005,MADGKI_25770,,PNMAHC_04565,FJKPLL_21255
group_4174,glcD,FAD-linked oxidase,PDAIHB_30120,,KMNHBM_22165,BBDLCB_26990,MADGKI_25785,,PNMAHC_04580,FJKPLL_21240
group_4101,pdxA,Putative 4-hydroxythreonine-4-phosphate dehydrogenase 2,PDAIHB_20810,PBCHDC_10595,KMNHBM_10590,BBDLCB_19625,MADGKI_13715,PBCHDC_10595,PNMAHC_14845,FJKPLL_11250
group_4090,;lysR,transcriptional regulator,PDAIHB_27105,PBCHDC_26035,KMNHBM_26715,,,PBCHDC_26035,PNMAHC_04555,FJKPLL_21265
group_4082,,thioesterase,PDAIHB_20815,PBCHDC_10590,KMNHBM_10585,BBDLCB_19630,MADGKI_13720,PBCHDC_10590,PNMAHC_14850,FJKPLL_11245
group_3986,,hypothetical protein,PDAIHB_30115,,KMNHBM_22170,BBDLCB_26985,MADGKI_25790,,PNMAHC_04585,FJKPLL_21235
mexN,mexN,multidrug efflux RND transporter permease subunit MexN,PDAIHB_13070,PBCHDC_16755,KMNHBM_17250,BBDLCB_11430,MADGKI_12565,PBCHDC_16755,PNMAHC_18755,FJKPLL_07230
group_3929,;uup,ABC transporter ATPase;ABC transporter ATP-binding protein,PDAIHB_13020,PBCHDC_16805,KMNHBM_17305,BBDLCB_11480,MADGKI_12615,PBCHDC_16805,PNMAHC_18855,FJKPLL_07180
group_3877,,outer membrane porin OprD family;OprD family outer membrane porin,PDAIHB_20805,PBCHDC_10600,KMNHBM_10595,BBDLCB_19620,MADGKI_13710,PBCHDC_10600,PNMAHC_14840,FJKPLL_11255
group_3852,rhtB,LysE family translocator,PDAIHB_27100,PBCHDC_26040,KMNHBM_26710,,,PBCHDC_26040,PNMAHC_04550,FJKPLL_21270
group_3838,uhpC,MFS transporter,PDAIHB_20820,PBCHDC_10585,KMNHBM_10580,BBDLCB_19635,MADGKI_13725,PBCHDC_10585,PNMAHC_14855,FJKPLL_11240
group_3775,,DUF1835 domain-containing protein,PDAIHB_02375,PBCHDC_09055,KMNHBM_09055,BBDLCB_06140,MADGKI_20680,PBCHDC_09055,,FJKPLL_24795
tyrS,tyrS;,tyrosine--tRNA ligase;Tyrosine--tRNA ligase,PDAIHB_30110,,KMNHBM_22175,BBDLCB_26980,MADGKI_25795,,PNMAHC_04590,FJKPLL_21230
acrA~~~mexM,;acrA;mexM,efflux RND transporter periplasmic adaptor subunit;multidrug efflux RND transporter periplasmic adaptor subunit MexM,PDAIHB_13065,PBCHDC_16760,KMNHBM_17255,BBDLCB_11435,MADGKI_12570,PBCHDC_16760,PNMAHC_18760,FJKPLL_07225
group_3571,,hypothetical protein,PDAIHB_13015,PBCHDC_16810,KMNHBM_17310,BBDLCB_11485,MADGKI_12620,PBCHDC_16810,PNMAHC_18860,FJKPLL_07175
group_3484,uhpC;,MFS transporter,PDAIHB_20800,PBCHDC_10605,KMNHBM_10600,BBDLCB_19615,MADGKI_13705,PBCHDC_10605,PNMAHC_14835,FJKPLL_11260
phzB,;phzB,Phenazine biosynthesis protein;hypothetical protein;phenazine biosynthesis protein PhzB,PDAIHB_26745,PBCHDC_26395,,,,PBCHDC_26395,PNMAHC_04295,
acoR,acoR,sigma-54-dependent Fis family transcriptional regulator,PDAIHB_27095,PBCHDC_26045,KMNHBM_26705,,,PBCHDC_26045,PNMAHC_04545,FJKPLL_21275
tctC,tctC;,tricarboxylate transporter;hypothetical protein;Tricarboxylate transporter,PDAIHB_20825,PBCHDC_10580,KMNHBM_10575,BBDLCB_19640,MADGKI_13730,PBCHDC_10580,PNMAHC_14860,FJKPLL_11235
group_3061,,outer membrane porin OprD family,PDAIHB_30105,,KMNHBM_22180,BBDLCB_26975,MADGKI_25800,,PNMAHC_04595,FJKPLL_21225
fusA~~~tuf,;fusA;tuf,hypothetical protein;GTP-EFTU-D3 domain-containing protein;elongation factor G;elongation factor Tu,PDAIHB_29535,,,BBDLCB_26145,MADGKI_25525,,PNMAHC_04035,FJKPLL_21830
group_2979,,Bacterial transglutaminase-like cysteine proteinase BTLCP;transglutaminase-like cysteine peptidase,PDAIHB_13060,PBCHDC_16765,KMNHBM_17260,BBDLCB_11440,MADGKI_12575,PBCHDC_16765,PNMAHC_18765,FJKPLL_07220
trxB,;trxB,NAD(P)/FAD-dependent oxidoreductase;thioredoxin reductase,PDAIHB_26950,PBCHDC_26190,KMNHBM_26560,,,PBCHDC_26190,PNMAHC_04455,FJKPLL_21390
group_2848,tapT,DTW domain-containing protein,PDAIHB_13010,PBCHDC_16815,KMNHBM_17315,BBDLCB_11490,MADGKI_12625,PBCHDC_16815,PNMAHC_18865,FJKPLL_07170
group_2677,,L-lyxonate dehydratase,PDAIHB_20795,PBCHDC_10610,KMNHBM_10605,BBDLCB_19610,MADGKI_13700,PBCHDC_10610,PNMAHC_14830,FJKPLL_11265
group_2676,;adhE,hypothetical protein;aldehyde dehydrogenase (NADP(+)),PDAIHB_20785,PBCHDC_10620,KMNHBM_10615,BBDLCB_19600,MADGKI_13690,PBCHDC_10620,PNMAHC_14820,FJKPLL_11275
paiB,paiB,transcriptional regulator,PDAIHB_26890,PBCHDC_26250,KMNHBM_26500,,,PBCHDC_26250,PNMAHC_04395,FJKPLL_21450
xynB,xynB;,beta-xylosidase;hypothetical protein;cellulase family glycosylhydrolase;Glycosyl hydrolase family 5;Beta-xylosidase,PDAIHB_24550,,,BBDLCB_25765,MADGKI_25210,,PNMAHC_14485,FJKPLL_11370
group_2550,;fabG,Short-chain dehydrogenase;short-chain dehydrogenase,PDAIHB_27090,PBCHDC_26050,KMNHBM_26700,,,PBCHDC_26050,PNMAHC_04540,FJKPLL_21280
group_2494,,Tripartite tricarboxylate transporter TctB family protein,PDAIHB_20830,PBCHDC_10575,KMNHBM_10570,BBDLCB_19645,MADGKI_13735,PBCHDC_10575,PNMAHC_14865,FJKPLL_11230
tuf,;tuf,GTP-EFTU-D3 domain-containing protein;Elongation factor Tu domain protein;GTP-binding protein;elongation factor Tu,PDAIHB_29460,,,BBDLCB_26070,MADGKI_25450,,PNMAHC_03960,FJKPLL_21905
group_2293,hisM;,ABC transporter permease,PDAIHB_20860,PBCHDC_10545,KMNHBM_10540,BBDLCB_19675,MADGKI_13765,PBCHDC_10545,PNMAHC_14895,FJKPLL_11200
group_2182,;tauE,sulfite exporter TauE/SafE family protein;Sulfite exporter TauE/SafE,PDAIHB_19270,PBCHDC_24555,,BBDLCB_08250,MADGKI_03095,PBCHDC_24555,PNMAHC_08020,FJKPLL_17755
tsi6,;tsi6,Immune protein Tsi6,PDAIHB_27735,,KMNHBM_24960,BBDLCB_21400,MADGKI_23650,,,
group_1905,,MFS transporter;Putative major facilitator superfamily transporter,PDAIHB_26865,PBCHDC_26275,KMNHBM_26475,,,PBCHDC_26275,,FJKPLL_21475
group_1828,ilvB,acetolactate synthase large subunit,PDAIHB_26900,PBCHDC_26240,KMNHBM_26510,,,PBCHDC_26240,PNMAHC_04405,FJKPLL_21440
group_1574,,cytochrome Cbb oxidase CcoQ,PDAIHB_30090,,KMNHBM_22195,BBDLCB_26960,MADGKI_25815,,PNMAHC_04610,FJKPLL_21210
group_1573,araJ,Bcr/CflA family multidrug efflux MFS transporter,PDAIHB_30100,,KMNHBM_22185,BBDLCB_26970,MADGKI_25805,,PNMAHC_04600,FJKPLL_21220
eAL,eAL,Diguanylate cyclase/phosphodiesterase,PDAIHB_13055,PBCHDC_16770,KMNHBM_17265,BBDLCB_11445,MADGKI_12580,PBCHDC_16770,PNMAHC_18770,FJKPLL_07215
group_1355,,Secreted protein;hypothetical protein,PDAIHB_18745,,KMNHBM_26020,BBDLCB_20585,,,,FJKPLL_01085
tdh,tdh,butanediol dehydrogenase,PDAIHB_27065,PBCHDC_26075,KMNHBM_26675,,,PBCHDC_26075,PNMAHC_04515,FJKPLL_21305
group_1284,glnA;,glutamine synthetase;hypothetical protein;Gln-synt-C domain-containing protein,PDAIHB_21680;PDAIHB_30345,PBCHDC_09725,,BBDLCB_20525,MADGKI_14615,PBCHDC_09725,,FJKPLL_10345;FJKPLL_01310
yajL,;yajL,protease,PDAIHB_26945,PBCHDC_26195,KMNHBM_26555,,,PBCHDC_26195,PNMAHC_04450,FJKPLL_21395
ycjR,ycjR,xylose isomerase,PDAIHB_18675,,KMNHBM_25950,BBDLCB_20655,,,,FJKPLL_01015
group_1005,menH;,acetoin dehydrogenase dihydrolipoyllysine-residue acetyltransferase subunit;hypothetical protein,PDAIHB_27070,PBCHDC_26070,KMNHBM_26680,,,PBCHDC_26070,PNMAHC_04520,FJKPLL_21300
group_708,,2-keto-3-deoxy-L-lyxonate dehydratase,PDAIHB_20790,PBCHDC_10615,KMNHBM_10610,BBDLCB_19605,MADGKI_13695,PBCHDC_10615,PNMAHC_14825,FJKPLL_11270
group_700,,outer membrane porin OprD family;Outer membrane porin OprD family,PDAIHB_26905,PBCHDC_26235,KMNHBM_26515,,,PBCHDC_26235,PNMAHC_04410,FJKPLL_21435
group_699,,B3-4 domain-containing protein,PDAIHB_26895,PBCHDC_26245,KMNHBM_26505,,,PBCHDC_26245,PNMAHC_04400,FJKPLL_21445
group_428,,ATP-NAD kinase,PDAIHB_27085,PBCHDC_26055,KMNHBM_26695,,,PBCHDC_26055,PNMAHC_04535,FJKPLL_21285
acoA,acoA;,ABC transporter substrate-binding protein;Acetoin dehydrogenase E1 component alpha-subunit,PDAIHB_27080,PBCHDC_26060,KMNHBM_26690,,,PBCHDC_26060,PNMAHC_04530,FJKPLL_21290
group_153,,Putative integral membrane protein;Tripartite tricarboxylate transporter permease;tricarboxylate transporter,PDAIHB_20835,PBCHDC_10570,KMNHBM_10565,BBDLCB_19650,MADGKI_13740,PBCHDC_10570,PNMAHC_14870,FJKPLL_11225
fes,;fes,DUF3327 domain-containing protein;enterochelin esterase;esterase family protein,PDAIHB_30050,,,,,,PNMAHC_13505,FJKPLL_12455
gbdR,;gbdR,AraC family transcriptional regulator;HTH-type transcriptional regulator GbdR,PDAIHB_28605,,,,,,PNMAHC_29775,FJKPLL_27710
group_12058,mmsB;,oxidoreductase;NAD(P)-dependent oxidoreductase,PDAIHB_20875,PBCHDC_10530,KMNHBM_10525,BBDLCB_19690,MADGKI_13780,PBCHDC_10530,,FJKPLL_11185
group_12044,ilvB,thiamine pyrophosphate-requiring protein,PDAIHB_21325,PBCHDC_10080,KMNHBM_10075,BBDLCB_20185,MADGKI_14275,PBCHDC_10080,PNMAHC_15435,FJKPLL_10690
exoY,;exoY,Adenylate cyclase ExoY;Anthrax-toxA domain-containing protein;type III secretion system effector ExoY adenylate cyclase;type III secretion system adenylate cyclase effector ExoY,PDAIHB_20910,PBCHDC_10495,KMNHBM_10490,BBDLCB_19735,MADGKI_13825,PBCHDC_10495,,FJKPLL_11140
group_12025,;fhuE,Second ferric pyoverdine receptor FpvB;TonB-dependent siderophore receptor;TonB-dependent receptor plug domain-containing protein,PDAIHB_26960,PBCHDC_26180,KMNHBM_26570,,,PBCHDC_26180,,FJKPLL_21380
group_11985,ubiG,class I SAM-dependent methyltransferase,PDAIHB_30040,,,,,,PNMAHC_13495,FJKPLL_12465
group_11971,;betT,BCCT family transporter;Choline transporter;beta-aspartyl-peptidase,PDAIHB_28580,,,,,,PNMAHC_29750,FJKPLL_27685
group_11961,,hypothetical protein,PDAIHB_29885,,,,,,PNMAHC_13330,FJKPLL_12610
group_11912,;gatA,hypothetical protein;amidase,PDAIHB_26985,PBCHDC_26155,KMNHBM_26595,,,PBCHDC_26155,,FJKPLL_21355
pvdS,pvdS,pyoverdine signaling pathway sigma factor PvdS,PDAIHB_29165,,,,,,PNMAHC_13635,FJKPLL_12325
fixB,fixB,electron transfer flavoprotein subunit alpha,PDAIHB_28705,,,,,,PNMAHC_29875,FJKPLL_27810
group_11852,pncA,amidohydrolase,PDAIHB_29995,,,,,,PNMAHC_13700,FJKPLL_12290
cysA,;cysA,Sulfate and thiosulfate import ATP-binding protein CysA;Sulfate/thiosulfate import ATP-binding protein CysA,PDAIHB_29345,,,,,,PNMAHC_01765,FJKPLL_01225
group_11817,ridA,RidA family protein;Putative translation initiation inhibitor,PDAIHB_26935,PBCHDC_26205,KMNHBM_26545,,,PBCHDC_26205,,FJKPLL_21405
group_11809,;ridA,RidA family protein,PDAIHB_25770,PBCHDC_12920,KMNHBM_14005,BBDLCB_14815,MADGKI_17390,PBCHDC_12920,PNMAHC_22635,FJKPLL_04010
vOC,;vOC,hypothetical protein;glyoxalase,PDAIHB_26885,PBCHDC_26255,KMNHBM_26495,,,PBCHDC_26255,,FJKPLL_21455
group_11666,acrR,TetR family transcriptional regulator,PDAIHB_20890,PBCHDC_10515,KMNHBM_10510,BBDLCB_19705,MADGKI_13795,PBCHDC_10515,,FJKPLL_11170
group_11626,gcvT;,glycine cleavage system aminomethyltransferase GcvT;Glycine cleavage system aminomethyltransferase GcvT,PDAIHB_29250,,,,,,PNMAHC_13550,FJKPLL_12410
dsbD,dsbD,cytochrome biogenesis protein,PDAIHB_28965,,,,,,PNMAHC_18230,FJKPLL_07795
oLE1,oLE1,acyl-CoA desaturase,PDAIHB_29315,,,,,,PNMAHC_01795,FJKPLL_01255
group_11623,;hcnA,2Fe-2S iron-sulfur cluster-binding protein;cyanide-forming glycine dehydrogenase subunit HcnA,PDAIHB_20905,PBCHDC_10500,KMNHBM_10495,BBDLCB_19720,MADGKI_13810,PBCHDC_10500,,FJKPLL_11155
group_11588,rimI,GNAT family N-acetyltransferase,PDAIHB_26970,PBCHDC_26170,KMNHBM_26580,,,PBCHDC_26170,,FJKPLL_21370
group_11554,,hypothetical protein,PDAIHB_29780,,,,,,PNMAHC_13435,FJKPLL_12505
fepG,;fepG,hypothetical protein;Fe(3+)-siderophore ABC transporter permease,PDAIHB_27025,PBCHDC_26115,KMNHBM_26635,,,PBCHDC_26115,,FJKPLL_21345
ytfP,ytfP,Gamma-glutamyl cyclotransferase AIG2-like,PDAIHB_26980,PBCHDC_26160,KMNHBM_26590,,,PBCHDC_26160,,FJKPLL_21360
group_11541,,DUF5862 domain-containing protein,PDAIHB_30125,,KMNHBM_22160,BBDLCB_26995,MADGKI_25780,,,FJKPLL_21245
wza,wza,sugar ABC transporter substrate-binding protein,PDAIHB_24565,,,BBDLCB_25750,MADGKI_25225,,PNMAHC_14500,FJKPLL_11355
group_11511,,hydrocarbon binding protein,PDAIHB_28690,,,,,,PNMAHC_29860,FJKPLL_27795
group_11508,;ssuD,LLM class flavin-dependent oxidoreductase,PDAIHB_27055,PBCHDC_26085,KMNHBM_26665,,,PBCHDC_26085,,FJKPLL_21315
gbcA,gbcA,glycine-betaine demethylase subunit GbcA,PDAIHB_28760,,,,,,PNMAHC_29930,FJKPLL_27865
ccoQ,ccoQ,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone,3_refound_27,,,,,,PNMAHC_18180,73_refound_1198
group_10610,gntR,GntR family transcriptional regulator,PDAIHB_26875,PBCHDC_26265,KMNHBM_26485,,,PBCHDC_26265,,FJKPLL_21465
group_10546,tadZ,type 4b pilus Flp biogenesis protein TadZ,PDAIHB_29120,,,,,,PNMAHC_23460,FJKPLL_22050
group_10507,araJ,MFS transporter,PDAIHB_28555,,,,,,PNMAHC_29725,FJKPLL_27660
oscA,oscA,sulfur starvation response protein OscA,PDAIHB_29325,,,,,,PNMAHC_01785,FJKPLL_01245
group_10474,,metal-dependent hydrolase,PDAIHB_28940,,,,,,PNMAHC_18255,FJKPLL_07770
group_10395,,hypothetical protein,PDAIHB_29890,,,,,,PNMAHC_13325,FJKPLL_12615
group_10328,yozG,Cro/Cl family transcriptional regulator,PDAIHB_28720,,,,,,PNMAHC_29890,FJKPLL_27825
group_10265,znuA,ABC transporter substrate-binding protein,PDAIHB_29935,,,,,,PNMAHC_13760,FJKPLL_12230
mbtHlike,mbtH-like,MbtH-like protein from the pyoverdine cluster,PDAIHB_29960,,,,,,PNMAHC_13735,FJKPLL_12255
group_10189,,YgdI/YgdR family lipoprotein,PDAIHB_30045,,,,,,PNMAHC_13500,FJKPLL_12460
group_10052,,hypothetical protein,PDAIHB_28735,,,,,,PNMAHC_29905,FJKPLL_27840
hdeD,hdeD,HdeD family acid-resistance protein,PDAIHB_28750,,,,,,PNMAHC_29920,FJKPLL_27855
hemN,hemN,oxygen-independent coproporphyrinogen III oxidase,PDAIHB_28960,,,,,,PNMAHC_18235,FJKPLL_07790
group_9369,,hypothetical protein,PDAIHB_28610,,,,,,PNMAHC_29780,FJKPLL_27715
ybaB,ybaB,YbaB/EbfC family nucleoid-associated protein,PDAIHB_28895,,,,,,PNMAHC_18300,FJKPLL_07725
group_9278,,hypothetical protein,PDAIHB_29925,,,,,,PNMAHC_13770,FJKPLL_12220
uraH,uraH,hydroxyisourate hydrolase,PDAIHB_28810,,,,,,PNMAHC_18385,FJKPLL_07640
group_8914,gcvH,glycine cleavage system protein GcvH,PDAIHB_30075,,,,,,PNMAHC_13530,FJKPLL_12430
group_8851,betB,betaine-aldehyde dehydrogenase,PDAIHB_28570,,,,,,PNMAHC_29740,FJKPLL_27675
group_8829,yciA,acyl-CoA thioesterase,PDAIHB_28560,,,,,,PNMAHC_29730,FJKPLL_27665
group_8825,cls,cardiolipin synthase,PDAIHB_28675,,,,,,PNMAHC_29845,FJKPLL_27780
group_8732,,enamine deaminase RidA,PDAIHB_28665,,,,,,PNMAHC_29835,FJKPLL_27770
group_8514,,DUF1348 domain-containing protein,PDAIHB_28680,,,,,,PNMAHC_29850,FJKPLL_27785
group_8451,,hypothetical protein,PDAIHB_29895,,,,,,PNMAHC_13320,FJKPLL_12620
group_8429,,Transmembrane protein,PDAIHB_28725,,,,,,PNMAHC_29895,FJKPLL_27830
group_8349,,hypothetical protein,PDAIHB_28730,,,,,,PNMAHC_29900,FJKPLL_27835
group_8348,,cell division protein ZapA,PDAIHB_28740,,,,,,PNMAHC_29910,FJKPLL_27845
